,col1
260,https://www.whoscored.com/Matches/1394316/Live/Spain-LaLiga-2019-2020-Real-Madrid-Real-Sociedad
261,https://www.whoscored.com/Matches/1394301/Live/Spain-LaLiga-2019-2020-Espanyol-Getafe
262,https://www.whoscored.com/Matches/1394313/Live/Spain-LaLiga-2019-2020-Osasuna-Athletic-Bilbao
263,https://www.whoscored.com/Matches/1394298/Live/Spain-LaLiga-2019-2020-Eibar-Deportivo-Alaves
264,https://www.whoscored.com/Matches/1394319/Live/Spain-LaLiga-2019-2020-Villarreal-Celta-Vigo
265,https://www.whoscored.com/Matches/1394321/Live/Spain-LaLiga-2019-2020-Real-Valladolid-Sevilla
266,https://www.whoscored.com/Matches/1394327/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Real-Valladolid
267,https://www.whoscored.com/Matches/1394323/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Real-Madrid
268,https://www.whoscored.com/Matches/1394331/Live/Spain-LaLiga-2019-2020-Real-Sociedad-Eibar
269,https://www.whoscored.com/Matches/1394330/Live/Spain-LaLiga-2019-2020-Mallorca-Real-Betis
270,https://www.whoscored.com/Matches/1394333/Live/Spain-LaLiga-2019-2020-Valencia-Villarreal
271,https://www.whoscored.com/Matches/1394264/Live/Spain-LaLiga-2019-2020-Real-Betis-Eibar
272,https://www.whoscored.com/Matches/1394270/Live/Spain-LaLiga-2019-2020-Leganes-Levante
273,https://www.whoscored.com/Matches/1394279/Live/Spain-LaLiga-2019-2020-Real-Madrid-Granada
274,https://www.whoscored.com/Matches/1394285/Live/Spain-LaLiga-2019-2020-Valencia-Deportivo-Alaves
275,https://www.whoscored.com/Matches/1394276/Live/Spain-LaLiga-2019-2020-Osasuna-Villarreal
276,https://www.whoscored.com/Matches/1394273/Live/Spain-LaLiga-2019-2020-Mallorca-Espanyol
277,https://www.whoscored.com/Matches/1394267/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Athletic-Bilbao
278,https://www.whoscored.com/Matches/1394288/Live/Spain-LaLiga-2019-2020-Real-Valladolid-Atletico-Madrid
279,https://www.whoscored.com/Matches/1394282/Live/Spain-LaLiga-2019-2020-Real-Sociedad-Getafe
280,https://www.whoscored.com/Matches/1394261/Live/Spain-LaLiga-2019-2020-Barcelona-Sevilla
281,https://www.whoscored.com/Matches/1394309/Live/Spain-LaLiga-2019-2020-Granada-Osasuna
282,https://www.whoscored.com/Matches/1394300/Live/Spain-LaLiga-2019-2020-Eibar-Barcelona
283,https://www.whoscored.com/Matches/1394297/Live/Spain-LaLiga-2019-2020-Atletico-Madrid-Valencia
284,https://www.whoscored.com/Matches/1394306/Live/Spain-LaLiga-2019-2020-Getafe-Leganes
285,https://www.whoscored.com/Matches/1394312/Live/Spain-LaLiga-2019-2020-Mallorca-Real-Madrid
286,https://www.whoscored.com/Matches/1394291/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Celta-Vigo
287,https://www.whoscored.com/Matches/1394315/Live/Spain-LaLiga-2019-2020-Real-Sociedad-Real-Betis
288,https://www.whoscored.com/Matches/1394303/Live/Spain-LaLiga-2019-2020-Espanyol-Villarreal
289,https://www.whoscored.com/Matches/1394294/Live/Spain-LaLiga-2019-2020-Athletic-Bilbao-Real-Valladolid
290,https://www.whoscored.com/Matches/1394318/Live/Spain-LaLiga-2019-2020-Sevilla-Levante
291,https://www.whoscored.com/Matches/1394210/Live/Spain-LaLiga-2019-2020-Villarreal-Deportivo-Alaves
292,https://www.whoscored.com/Matches/1394202/Live/Spain-LaLiga-2019-2020-Leganes-Mallorca
293,https://www.whoscored.com/Matches/1394212/Live/Spain-LaLiga-2019-2020-Real-Valladolid-Eibar
294,https://www.whoscored.com/Matches/1394517/Live/Spain-LaLiga-2019-2020-Atletico-Madrid-Athletic-Bilbao
295,https://www.whoscored.com/Matches/1394516/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Real-Sociedad
296,https://www.whoscored.com/Matches/1394200/Live/Spain-LaLiga-2019-2020-Granada-Real-Betis
297,https://www.whoscored.com/Matches/1394204/Live/Spain-LaLiga-2019-2020-Levante-Espanyol
298,https://www.whoscored.com/Matches/1394208/Live/Spain-LaLiga-2019-2020-Sevilla-Getafe
299,https://www.whoscored.com/Matches/1394206/Live/Spain-LaLiga-2019-2020-Osasuna-Valencia
300,https://www.whoscored.com/Matches/1394214/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Atletico-Madrid
301,https://www.whoscored.com/Matches/1394218/Live/Spain-LaLiga-2019-2020-Barcelona-Real-Valladolid
302,https://www.whoscored.com/Matches/1394230/Live/Spain-LaLiga-2019-2020-Real-Sociedad-Levante
303,https://www.whoscored.com/Matches/1394232/Live/Spain-LaLiga-2019-2020-Valencia-Sevilla
304,https://www.whoscored.com/Matches/1394216/Live/Spain-LaLiga-2019-2020-Athletic-Bilbao-Espanyol
305,https://www.whoscored.com/Matches/1394220/Live/Spain-LaLiga-2019-2020-Real-Betis-Celta-Vigo
306,https://www.whoscored.com/Matches/1394228/Live/Spain-LaLiga-2019-2020-Real-Madrid-Leganes
307,https://www.whoscored.com/Matches/1394226/Live/Spain-LaLiga-2019-2020-Mallorca-Osasuna
308,https://www.whoscored.com/Matches/1394222/Live/Spain-LaLiga-2019-2020-Eibar-Villarreal
309,https://www.whoscored.com/Matches/1394224/Live/Spain-LaLiga-2019-2020-Getafe-Granada
310,https://www.whoscored.com/Matches/1394166/Live/Spain-LaLiga-2019-2020-Valencia-Mallorca
311,https://www.whoscored.com/Matches/1394161/Live/Spain-LaLiga-2019-2020-Espanyol-Granada
312,https://www.whoscored.com/Matches/1394159/Live/Spain-LaLiga-2019-2020-Atletico-Madrid-Eibar
313,https://www.whoscored.com/Matches/1394167/Live/Spain-LaLiga-2019-2020-Villarreal-Real-Madrid
314,https://www.whoscored.com/Matches/1394184/Live/Spain-LaLiga-2019-2020-Mallorca-Athletic-Bilbao
315,https://www.whoscored.com/Matches/1394186/Live/Spain-LaLiga-2019-2020-Real-Madrid-Levante
316,https://www.whoscored.com/Matches/1394182/Live/Spain-LaLiga-2019-2020-Leganes-Villarreal
317,https://www.whoscored.com/Matches/1394188/Live/Spain-LaLiga-2019-2020-Real-Sociedad-Atletico-Madrid
318,https://www.whoscored.com/Matches/1394169/Live/Spain-LaLiga-2019-2020-Barcelona-Valencia
319,https://www.whoscored.com/Matches/1394180/Live/Spain-LaLiga-2019-2020-Eibar-Espanyol
320,https://www.whoscored.com/Matches/1394168/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Sevilla
321,https://www.whoscored.com/Matches/1394178/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Granada
322,https://www.whoscored.com/Matches/1394190/Live/Spain-LaLiga-2019-2020-Real-Valladolid-Osasuna
323,https://www.whoscored.com/Matches/1394170/Live/Spain-LaLiga-2019-2020-Real-Betis-Getafe
324,https://www.whoscored.com/Matches/1394173/Live/Spain-LaLiga-2019-2020-Osasuna-Real-Betis
325,https://www.whoscored.com/Matches/1394176/Live/Spain-LaLiga-2019-2020-Villarreal-Real-Valladolid
326,https://www.whoscored.com/Matches/1394172/Live/Spain-LaLiga-2019-2020-Levante-Eibar
327,https://www.whoscored.com/Matches/1394194/Live/Spain-LaLiga-2019-2020-Atletico-Madrid-Celta-Vigo
328,https://www.whoscored.com/Matches/1394171/Live/Spain-LaLiga-2019-2020-Granada-Barcelona
329,https://www.whoscored.com/Matches/1394198/Live/Spain-LaLiga-2019-2020-Getafe-Mallorca
330,https://www.whoscored.com/Matches/1394196/Live/Spain-LaLiga-2019-2020-Espanyol-Real-Sociedad
331,https://www.whoscored.com/Matches/1394175/Live/Spain-LaLiga-2019-2020-Valencia-Leganes
332,https://www.whoscored.com/Matches/1394192/Live/Spain-LaLiga-2019-2020-Athletic-Bilbao-Deportivo-Alaves
333,https://www.whoscored.com/Matches/1394174/Live/Spain-LaLiga-2019-2020-Sevilla-Real-Madrid
334,https://www.whoscored.com/Matches/1394195/Live/Spain-LaLiga-2019-2020-Real-Valladolid-Granada
335,https://www.whoscored.com/Matches/1394179/Live/Spain-LaLiga-2019-2020-Real-Betis-Levante
336,https://www.whoscored.com/Matches/1394177/Live/Spain-LaLiga-2019-2020-Barcelona-Villarreal
337,https://www.whoscored.com/Matches/1394185/Live/Spain-LaLiga-2019-2020-Leganes-Athletic-Bilbao
338,https://www.whoscored.com/Matches/1394187/Live/Spain-LaLiga-2019-2020-Mallorca-Atletico-Madrid
339,https://www.whoscored.com/Matches/1394193/Live/Spain-LaLiga-2019-2020-Valencia-Getafe
340,https://www.whoscored.com/Matches/1394189/Live/Spain-LaLiga-2019-2020-Real-Madrid-Osasuna
341,https://www.whoscored.com/Matches/1394183/Live/Spain-LaLiga-2019-2020-Eibar-Sevilla
342,https://www.whoscored.com/Matches/1394181/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Espanyol
343,https://www.whoscored.com/Matches/1394191/Live/Spain-LaLiga-2019-2020-Real-Sociedad-Deportivo-Alaves
344,https://www.whoscored.com/Matches/1394258/Live/Spain-LaLiga-2019-2020-Villarreal-Real-Betis
345,https://www.whoscored.com/Matches/1394234/Live/Spain-LaLiga-2019-2020-Athletic-Bilbao-Valencia
346,https://www.whoscored.com/Matches/1394246/Live/Spain-LaLiga-2019-2020-Getafe-Barcelona
347,https://www.whoscored.com/Matches/1394249/Live/Spain-LaLiga-2019-2020-Granada-Leganes
348,https://www.whoscored.com/Matches/1394237/Live/Spain-LaLiga-2019-2020-Atletico-Madrid-Real-Madrid
349,https://www.whoscored.com/Matches/1394243/Live/Spain-LaLiga-2019-2020-Espanyol-Real-Valladolid
350,https://www.whoscored.com/Matches/1394240/Live/Spain-LaLiga-2019-2020-Eibar-Celta-Vigo
351,https://www.whoscored.com/Matches/1394197/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Mallorca
352,https://www.whoscored.com/Matches/1394252/Live/Spain-LaLiga-2019-2020-Levante-Osasuna
353,https://www.whoscored.com/Matches/1394255/Live/Spain-LaLiga-2019-2020-Sevilla-Real-Sociedad
354,https://www.whoscored.com/Matches/1394139/Live/Spain-LaLiga-2019-2020-Athletic-Bilbao-Barcelona
355,https://www.whoscored.com/Matches/1394142/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Real-Madrid
356,https://www.whoscored.com/Matches/1394146/Live/Spain-LaLiga-2019-2020-Valencia-Real-Sociedad
357,https://www.whoscored.com/Matches/1394145/Live/Spain-LaLiga-2019-2020-Mallorca-Eibar
358,https://www.whoscored.com/Matches/1394144/Live/Spain-LaLiga-2019-2020-Leganes-Osasuna
359,https://www.whoscored.com/Matches/1394147/Live/Spain-LaLiga-2019-2020-Villarreal-Granada
360,https://www.whoscored.com/Matches/1394138/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Levante
361,https://www.whoscored.com/Matches/1394143/Live/Spain-LaLiga-2019-2020-Espanyol-Sevilla
362,https://www.whoscored.com/Matches/1394141/Live/Spain-LaLiga-2019-2020-Real-Betis-Real-Valladolid
363,https://www.whoscored.com/Matches/1394140/Live/Spain-LaLiga-2019-2020-Atletico-Madrid-Getafe
364,https://www.whoscored.com/Matches/1394152/Live/Spain-LaLiga-2019-2020-Granada-Sevilla
365,https://www.whoscored.com/Matches/1394154/Live/Spain-LaLiga-2019-2020-Levante-Villarreal
366,https://www.whoscored.com/Matches/1394156/Live/Spain-LaLiga-2019-2020-Osasuna-Eibar
367,https://www.whoscored.com/Matches/1394157/Live/Spain-LaLiga-2019-2020-Real-Madrid-Real-Valladolid
368,https://www.whoscored.com/Matches/1394150/Live/Spain-LaLiga-2019-2020-Celta-Vigo-Valencia
369,https://www.whoscored.com/Matches/1394151/Live/Spain-LaLiga-2019-2020-Getafe-Athletic-Bilbao
370,https://www.whoscored.com/Matches/1394148/Live/Spain-LaLiga-2019-2020-Deportivo-Alaves-Espanyol
371,https://www.whoscored.com/Matches/1394155/Live/Spain-LaLiga-2019-2020-Mallorca-Real-Sociedad
372,https://www.whoscored.com/Matches/1394153/Live/Spain-LaLiga-2019-2020-Leganes-Atletico-Madrid
373,https://www.whoscored.com/Matches/1394149/Live/Spain-LaLiga-2019-2020-Barcelona-Real-Betis
374,https://www.whoscored.com/Matches/1394165/Live/Spain-LaLiga-2019-2020-Sevilla-Celta-Vigo
375,https://www.whoscored.com/Matches/1394158/Live/Spain-LaLiga-2019-2020-Athletic-Bilbao-Real-Sociedad
376,https://www.whoscored.com/Matches/1394164/Live/Spain-LaLiga-2019-2020-Osasuna-Barcelona
377,https://www.whoscored.com/Matches/1394162/Live/Spain-LaLiga-2019-2020-Getafe-Deportivo-Alaves
378,https://www.whoscored.com/Matches/1394163/Live/Spain-LaLiga-2019-2020-Levante-Real-Valladolid
379,https://www.whoscored.com/Matches/1394160/Live/Spain-LaLiga-2019-2020-Real-Betis-Leganes
